"","word","n"
"2509","mg",4
"2510","mikserini",4
"2511","mikserinin",4
"2512","mimar",4
"2513","mobese",4
"2514","moto3",4
"2515","motorize",4
"2516","motosikletliye",4
"2517","müdahaleye",4
"2518","müdürlüğüne",4
"2519","müşahede",4
"2520","mutlu",4
"2521","nazilli",4
"2522","nedeni",4
"2523","nefes",4
"2524","nisan",4
"2525","nissan",4
"2526","niteliğindedir",4
"2527","nk",4
"2528","noktada",4
"2529","numune",4
"2530","nursel",4
"2531","nurten",4
"2532","ö.d",4
"2533","ocağının",4
"2534","oğluna",4
"2535","olduğuna",4
"2536","olduğundan",4
"2537","olmasına",4
"2538","olmuş",4
"2539","olsam",4
"2540","oluşan",4
"2541","önlerken",4
"2542","önüme",4
"2543","önümü",4
"2544","orhangazi’ye",4
"2545","orhaniye",4
"2546","ortasından",4
"2547","otobüse",4
"2548","otopark",4
"2549","öztürk",4
"2550","öztürk’ün",4
"2551","paniğe",4
"2552","patlayan",4
"2553","paylaştı",4
"2554","pc",4
"2555","pes",4
"2556","plaka",4
"2557","plakayı",4
"2558","polislerinin",4
"2559","promül",4
"2560","r",4
"2561","rastlanmaması",4
"2562","renkli",4
"2563","reşadiye",4
"2564","rusya'da",4
"2565","rusya’da",4
"2566","ş.ö",4
"2567","saatlerde",4
"2568","sac",4
"2569","sakinleştirdi",4
"2570","saldırıya",4
"2571","salı",4
"2572","samsun",4
"2573","samsun'da",4
"2574","sanan",4
"2575","sanırım",4
"2576","sarf",4
"2577","sarılarak",4
"2578","şartlara",4
"2579","şartlarına",4
"2580","şaşıran",4
"2581","şaşkın",4
"2582","savcılık",4
"2583","sedyeye",4
"2584","şekerci",4
"2585","şelale",4
"2586","sene",4
"2587","şentürk",4
"2588","sevgi",4
"2589","seyahat",4
"2590","seyretmekte",4
"2591","sezer",4
"2592","sibel",4
"2593","şikayet",4
"2594","sitesi",4
"2595","sivas",4
"2596","sivas'ta",4
"2597","şoförüne",4
"2598","sohbet",4
"2599","sokaklarda",4
"2600","sokaktan",4
"2601","solundan",4
"2602","songül",4
"2603","sonuç",4
"2604","sordu",4
"2605","sorular",4
"2606","subaylığı’ndan",4
"2607","sudan",4
"2608","sümbül",4
"2609","süreyle",4
"2610","sürmeye",4
"2611","sürücülerinden",4
"2612","sürücüyle",4
"2613","sürüp",4
"2614","suudi",4
"2615","tabelasına",4
"2616","tamamlayan",4
"2617","tarafına",4
"2618","tarsus",4
"2619","tedavinin",4
"2620","telefonda",4
"2621","telefonunu",4
"2622","tepkisi",4
"2623","terk",4
"2624","tertibatı",4
"2625","tespiti",4
"2626","the",4
"2627","toplayan",4
"2628","toplu",4
"2629","topuklu",4
"2630","traktör",4
"2631","traktöre",4
"2632","tuğrul",4
"2633","türkeş",4
"2634","üçyol",4
"2635","üflemek",4
"2636","üfleneceği",4
"2637","uğrayan",4
"2638","ünlü",4
"2639","üreğil",4
"2640","üretim",4
"2641","üstüne",4
"2642","uyaran",4
"2643","uygulandığını",4
"2644","uymadı",4
"2645","uzaklaşmak",4
"2646","uzaklaştığı",4
"2647","üzeri",4
"2648","vardır",4
"2649","varmış",4
"2650","verdiğini",4
"2651","vereyim",4
"2652","veri",4
"2653","verilirken",4
"2654","verip",4
"2655","vermek",4
"2656","what",4
"2657","yadsan",4
"2658","yahya",4
"2659","yakup",4
"2660","yalçıner",4
"2661","yangın",4
"2662","yanından",4
"2663","yansırken",4
"2664","yapaş",4
"2665","yapmalarına",4
"2666","yapmasının",4
"2667","yapmaya",4
"2668","yaraladı",4
"2669","yaralandi",4
"2670","yaralılara",4
"2671","yaralıyı",4
"2672","yarım",4
"2673","yavuz",4
"2674","yayınlanamaz",4
"2675","yayınlanan",4
"2676","yazın",4
"2677","yerel",4
"2678","yerini",4
"2679","yeterli",4
"2680","yetkililere",4
"2681","yığınına",4
"2682","yıldan",4
"2683","yoğunluğu",4
"2684","yönünden",4
"2685","yüksek",4
"2686","yürüdü",4
"2687","yüzde",4
"2688","zamanda",4
"2689","zilfo",4
"2690","zınep",4
"2691","zonguldak’ta",4
"2692","zulyar",4
"2693","08",3
"2694","083",3
"2695","09.05",3
"2696","1.37",3
"2697","10.00",3
"2698","10.30",3
"2699","12.00",3
"2700","15.00",3
"2701","15.30",3
"2702","18.30",3
"2703","20.30",3
"2704","2014",3
"2705","213",3
"2706","22.00",3
"2707","3033",3
"2708","339",3
"2709","3410",3
"2710","49",3
"2711","51",3
"2712","520",3
"2713","54",3
"2714","60",3
"2715","658",3
"2716","87",3
"2717","872",3
"2718","961",3
"2719","aa",3
"2720","aar",3
"2721","açan",3
"2722","açıkel",3
"2723","açılınca",3
"2724","açıp",3
"2725","acn",3
"2726","adana’da",3
"2727","adıyaman’da",3
"2728","adresi",3
"2729","ağaç",3
"2730","ağaçları",3
"2731","ağızlara",3
"2732","ağustos",3
"2733","ailesinin",3
"2734","akat'ın",3
"2735","akraba",3
"2736","aksaray'a",3
"2737","alanından",3
"2738","alaplı",3
"2739","alıntı",3
"2740","alkolmetreye",3
"2741","alması",3
"2742","alsancak'ta",3
"2743","altındaki",3
"2744","altunizade",3
"2745","amacıyla",3
"2746","ambulansın",3
"2747","amcam",3
"2748","ameliyat",3
"2749","ankara’nın",3
"2750","anlam",3
"2751","anlık",3
"2752","annem",3
"2753","anonsunun",3
"2754","apv",3
"2755","arabam",3
"2756","arabama",3
"2757","arabası",3
"2758","arabasını",3
"2759","aracımla",3
"2760","araçlardan",3
"2761","aral",3
"2762","arasına",3
"2763","arasından",3
"2764","arif",3
"2765","arıcılık",3
"2766","arıların",3
"2767","arıyor",3
"2768","arkadaşım",3
"2769","arkadaşıyla",3
"2770","arkamda",3
"2771","aşağıya",3
"2772","askıda",3
"2773","aslan",3
"2774","aslı",3
"2775","atakan",3
"2776","ataköy'de",3
"2777","ataköy'den",3
"2778","atamayan",3
"2779","atladım",3
"2780","atlatamadı",3
"2781","atlatamayan",3
"2782","atlatmaya",3
"2783","atlayarak",3
"2784","ayağa",3
"2785","ayağında",3
"2786","ayhan",3
"2787","aykırı",3
"2788","ayrıcalık",3
"2789","ayten",3
"2790","azgın'a",3
"2791","b.d",3
"2792","b.v",3
"2793","babayı",3
"2794","badıllı’nın",3
"2795","bağlayarak",3
"2796","bakarken",3
"2797","bakım",3
"2798","bakıma",3
"2799","bakıp",3
"2800","bakıyordum",3
"2801","bakmadan",3
"2802","baktığı",3
"2803","baktığımda",3
"2804","baran",3
"2805","bariyerleri",3
"2806","bartın'da",3
"2807","başakşehir",3
"2808","basarak",3
"2809","başardı",3
"2810","başkanı",3
"2811","başlattığı",3
"2812","başta",3
"2813","baygınlık",3
"2814","bayraktar",3
"2815","baz'a",3
"2816","bebekle",3
"2817","bekçinin",3
"2818","bekletildi",3
"2819","belirli",3
"2820","belliydi",3
"2821","beni̇",3
"2822","benzer",3
"2823","beraberinde",3
"2824","betül",3
"2825","bey",3
"2826","beylikdüzü’nde",3
"2827","beysbol",3
"2828","bezle",3
"2829","bildirerek",3
"2830","binası",3
"2831","binerken",3
"2832","binlerce",3
"2833","birine",3
"2834","bisikletlere",3
"2835","bizleri",3
"2836","bırak",3
"2837","bırakıp",3
"2838","bıraktıktan",3
"2839","bostancı'da",3
"2840","bozkurt'un",3
"2841","bulamıyorum",3
"2842","bülbül",3
"2843","bülent",3
"2844","bulunması",3
"2845","buraya",3
"2846","burunları",3
"2847","büyümesi",3
"2848","by",3
"2849","çabalar",3
"2850","çabası",3
"2851","caddesinde",3
"2852","çalışanların",3
"2853","çalışır",3
"2854","çalışmasını",3
"2855","çalışsa",3
"2856","cama",3
"2857","çameli",3
"2858","çardak",3
"2859","çarpınca",3
"2860","çarpışma",3
"2861","çarpmaktan",3
"2862","çarpmaya",3
"2863","çarptığımı",3
"2864","çarptım",3
"2865","çekerek",3
"2866","çektiği",3
"2867","çemberine",3
"2868","çerez",3
"2869","çevirdi",3
"2870","cezayı",3
"2871","ciddi",3
"2872","cihangir",3
"2873","cihangir'de",3
"2874","çin",3
"2875","çinli",3
"2876","civarında",3
"2877","civelek'in",3
"2878","çığlıkları",3
"2879","çıkamadı",3
"2880","çıkarılmasını",3
"2881","çıkarıp",3
"2882","çıkarmak",3
"2883","çıkmak",3
"2884","çıktım",3
"2885","çınar",3
"2886","çocuklara",3
"2887","çorum",3
"2888","covid",3
"2889","çuhadar’ın",3
"2890","cui",3
"2891","çukurova",3
"2892","dayım",3
"2893","dediler",3
"2894","dedirtti",3
"2895","değiştiren",3
"2896","değiştirince",3
"2897","değiştirip",3
"2898","değiştirme",3
"2899","demiral",3
"2900","demiyorum",3
"2901","den",3
"2902","denetimde",3
"2903","denize",3
"2904","depolama",3
"2905","deposuna",3
"2906","depoya",3
"2907","derneği",3
"2908","devirdi",3
"2909","dijital",3
"2910","dikilen",3
"2911","direğe",3
"2912","direnirken",3
"2913","diyarbakır",3
"2914","dış",3
"2915","dışındaki",3
"2916","dl",3
"2917","doğruladı",3
"2918","doğum",3
"2919","dorsesi",3
"2920","dorsesine",3
"2921","dövdü",3
"2922","döverdim",3
"2923","dp",3
"2924","dükkanda",3
"2925","dünya’dan",3
"2926","dünyanın",3
"2927","dupasquier",3
"2928","durağına",3
"2929","duraklama",3
"2930","durdurarak",3
"2931","durdurulup",3
"2932","durmakta",3
"2933","durumları",3
"2934","durumunda",3
"2935","durumunu",3
"2936","düşürecek",3
"2937","düşürmüş",3
"2938","duvarı",3
"2939","duyduk",3
"2940","düz",3
"2941","düzce'de",3
"2942","e.k",3
"2943","ecevit",3
"2944","edeceği",3
"2945","edemedi",3
"2946","edi̇ldi̇",3
"2947","edileceği",3
"2948","ediyorum",3
"2949","ediyoruz",3
"2950","eğitimi",3
"2951","ekibince",3
"2952","ekipmanının",3
"2953","ekmek",3
"2954","elindeyim",3
"2955","emekli",3
"2956","emrek",3
"2957","emzirme",3
"2958","engelledi",3
"2959","engelleyecek",3
"2960","engin",3
"2961","ep",3
"2962","erie",3
"2963","erkeklere",3
"2964","ersoy",3
"2965","esirikli",3
"2966","eskişehir’de",3
"2967","etimesgut",3
"2968","etkisiz",3
"2969","etmeden",3
"2970","ettikleri",3
"2971","ettikten",3
"2972","ettiririm",3
"2973","evde",3
"2974","eyaletine",3
"2975","eyyubi",3
"2976","eziyet",3
"2977","f",3
"2978","f.ç",3
"2979","f.ö",3
"2980","farklı",3
"2981","fehmi",3
"2982","fenalık",3
"2983","firma",3
"2984","firmasının",3
"2985","fotoğraf",3
"2986","freni",3
"2987","furkan",3
"2988","g.a",3
"2989","gamze",3
"2990","gazetecilerin",3
"2991","gaziantep'te",3
"2992","gaziantep’te",3
"2993","gazın",3
"2994","geçidi",3
"2995","geçirerek",3
"2996","geçişinde",3
"2997","geçme",3
"2998","geldik",3
"2999","geldim",3
"3000","geleni",3
"3001","gence",3
"3002","genel",3
"3003","genelinde",3
"3004","gerçek",3
"3005","gerekiyor",3
"3006","gerisinde",3
"3007","getirdiler",3
"3008","gezen",3
"3009","girmek",3
"3010","gittiği",3
"3011","gizem",3
"3012","gölcük",3
"3013","gölyüzü",3
"3014","gömülen",3
"3015","görmedim",3
"3016","görmeye",3
"3017","görülürken",3
"3018","görüntülerin",3
"3019","görüp",3
"3020","gösterilmeden",3
"3021","gösterip",3
"3022","götürülerek",3
"3023","göz",3
"3024","gözüktüğü",3
"3025","gözyaşlarını",3
"3026","gülten",3
"3027","gündemi",3
"3028","gündüz",3
"3029","güzergahtaki",3
"3030","h",3
"3031","habere",3
"3032","haberine",3
"3033","haberlerin",3
"3034","hadi",3
"3035","hafiften",3
"3036","hakarete",3
"3037","haklı",3
"3038","haklısın",3
"3039","haller",3
"3040","hallerde",3
"3041","hapsi",3
"3042","harbiye'de",3
"3043","hastanesi'nde",3
"3044","hatalarından",3
"3045","havada",3
"3046","havalimanı",3
"3047","havanın",3
"3048","hayvanları",3
"3049","hazır",3
"3050","helikopter",3
"3051","helikopterdeki",3
"3052","heyecanlanıp",3
"3053","hikmet",3
"3054","hissetmediğini",3
"3055","hpu",3
"3056","hurda",3
"3057","içerikleri",3
"3058","ifadeleri",3
"3059","ihbarını",3
"3060","i̇hbarlar",3
"3061","i̇hlas",3
"3062","ilaçlama",3
"3063","ilaçlamak",3
"3064","ilçede",3
"3065","ilçenin",3
"3066","ildırım",3
"3067","ilerlemeye",3
"3068","ilgi",3
"3069","i̇lginç",3
"3070","illinois",3
"3071","imece",3
"3072","i̇mge",3
"3073","inceleyerek",3
"3074","indim",3
"3075","indirilen",3
"3076","inmesi",3
"3077","inmeyen",3
"3078","insanlar",3
"3079","i̇şçinin",3
"3080","i̇se",3
"3081","işiniz",3
"3082","işıklar",3
"3083","i̇smi",3
"3084","ismini",3
"3085","i̇şte",3
"3086","istediğini",3
"3087","isteği",3
"3088","istemedim",3
"3089","istemeyince",3
"3090","istenen",3
"3091","istiyoruz",3
"3092","i̇sviçreli",3
"3093","izi",3
"3094","i̇zmir'in",3
"3095","ışığını",3
"3096","ışıklarından",3
"3097","jandarmaya",3
"3098","kaç",3
"3099","kaçacağı",3
"3100","kaçırma",3
"3101","kaçmayı",3
"3102","kadıköy",3
"3103","kafeye",3
"3104","kaldırımdaki",3
"3105","kaldırımı",3
"3106","kalırken",3
"3107","kalkarak",3
"3108","kalktım",3
"3109","kam'ın",3
"3110","kameralar",3
"3111","kameralarınca",3
"3112","kameralarını",3
"3113","kameralarının",3
"3114","kamyoncu",3
"3115","kamyonete",3
"3116","kamyoneti",3
"3117","kamyonun",3
"3118","kanaldan",3
"3119","kanuna",3
"3120","kanunun",3
"3121","kapanan",3
"3122","kapandı",3
"3123","kar",3
"3124","karabük'te",3
"3125","karakuş",3
"3126","kardeş",3
"3127","karşısındakine",3
"3128","kartal",3
"3129","kartları",3
"3130","kask",3
"3131","kast",3
"3132","kat",3
"3133","kavaklık",3
"3134","kavgada",3
"3135","kavşağa",3
"3136","kaybederken",3
"3137","kaybetmesine",3
"3138","kaybetmesiyle",3
"3139","kaybetti̇",3
"3140","kaybetti.kaza",3
"3141","kaybettirmeye",3
"3142","kayboldu",3
"3143","kaydedilirken",3
"3144","kaydını",3
"3145","kayıt",3
"3146","kemerini",3
"3147","kendileri",3
"3148","kendilerini",3
"3149","kendine",3
"3150","kesilirken",3
"3151","kesişiminde",3
"3152","kilometresindeki",3
"3153","kiralık",3
"3154","kişiler",3
"3155","kırmak",3
"3156","kırsal",3
"3157","kısıtlamasından",3
"3158","kıskıvrak",3
"3159","kısmını",3
"3160","kıymet",3
"3161","kızan",3
"3162","kocasinan",3
"3163","koltuğundaki",3
"3164","koltukta",3
"3165","kolunda",3
"3166","komiser",3
"3167","kontrolünde",3
"3168","kontrolündeki",3
"3169","konulan",3
"3170","konuların",3
"3171","konuşma",3
"3172","konusu",3
"3173","konya'da",3
"3174","köprü",3
"3175","köprüden",3
"3176","kopyalanamaz",3
"3177","korktum",3
"3178","koronavirüs",3
"3179","köşe",3
"3180","kovalamacanın",3
"3181","kovanın",3
"3182","koydu",3
"3183","köyünde",3
"3184","kozyatağı",3
"3185","kucağına",3
"3186","kullanarak",3
"3187","kullandıkları",3
"3188","kullanıyorum",3
"3189","kullanma",3
"3190","kulübü",3
"3191","kuralını",3
"3192","kurallarını",3
"3193","kurşun",3
"3194","kurtulamadı",3
"3195","kuruçay",3
"3196","kuyrukları",3
"3197","kuzey",3
"3198","lafa",3
"3199","lambalarında",3
"3200","lastiği",3
"3201","levent",3
"3202","lkm",3
"3203","lpg",3
"3204","m",3
"3205","m.i̇",3
"3206","m.m.k",3
"3207","m.o",3
"3208","macit",3
"3209","magazinden",3
"3210","mahallesi'nden",3
"3211","mahkemesinde",3
"3212","mahmut",3
"3213","makinesi",3
"3214","malatya",3
"3215","malına",3
"3216","manisa’nın",3
"3217","marmara",3
"3218","mavikent",3
"3219","mazlum",3
"3220","mecburen",3
"3221","medikale",3
"3222","melis",3
"3223","memur",3
"3224","merinos",3
"3225","merkezefendi",3
"3226","mesafe",3
"3227","metreden",3
"3228","metreye",3
"3229","metrobüs",3
"3230","mevki'inde",3
"3231","mevkii",3
"3232","mi",3
"3233","midilli",3
"3234","miktar",3
"3235","milletvekili",3
"3236","milliyet",3
"3237","minibüse",3
"3238","minibüste",3
"3239","minibüsü",3
"3240","mj",3
"3241","motosikletlere",3
"3242","motosikletteki",3
"3243","mücahit",3
"3244","müftü",3
"3245","mühendislik",3
"3246","munür",3
"3247","müşteri",3
"3248","mutlaka",3
"3249","n",3
"3250","necati",3
"3251","necla",3
"3252","nedeninin",3
"3253","nöbetçi",3
"3254","noktasının",3
"3255","noktaya",3
"3256","numarasını",3
"3257","ö.k",3
"3258","o.s",3
"3259","odasında",3
"3260","ödül",3
"3261","öğlen",3
"3262","oğlunu",3
"3263","öğrenci",3
"3264","öktem",3
"3265","okuldan",3
"3266","ol",3
"3267","olacağını",3
"3268","öldüğü",3
"3269","öldüğünü",3
"3270","olduk",3
"3271","oldum",3
"3272","olmamış",3
"3273","olmasaydı",3
"3274","olmasından",3
"3275","ölü",3
"3276","ölüm",3
"3277","ölümlü",3
"3278","oluşturdu",3
"3279","öncesinde",3
"3280","önlem",3
"3281","önlerinde",3
"3282","ortada",3
"3283","ortalık",3
"3284","ortasına",3
"3285","ortasındaki",3
"3286","otizm",3
"3287","otobüsünde",3
"3288","otobüsünü",3
"3289","otomobillere",3
"3290","otoparkına",3
"3291","oturarak",3
"3292","ötürü",3
"3293","oyuncu",3
"3294","öz’ün",3
"3295","özgür",3
"3296","p.abay",3
"3297","paltalı'nın",3
"3298","panikle",3
"3299","panikleyen",3
"3300","paralar",3
"3301","paralarını",3
"3302","parayı",3
"3303","paşa",3
"3304","patlattı",3
"3305","pedalına",3
"3306","petekkaya'nın",3
"3307","peyzaj",3
"3308","planlama",3
"3309","platformu",3
"3310","polisine",3
"3311","prens",3
"3312","programında",3
"3313","puan",3
"3314","rabia",3
"3315","ramis",3
"3316","rayların",3
"3317","raziye",3
"3318","restoran",3
"3319","restorana",3
"3320","restoranına",3
"3321","ş.a",3
"3322","saatte",3
"3323","sabahı",3
"3324","sağına",3
"3325","sağlanan",3
"3326","sahil",3
"3327","şahit",3
"3328","şahıslar",3
"3329","sakinleştirilmeye",3
"3330","sakinleştirmek",3
"3331","saldırıp",3
"3332","şantiye",3
"3333","şap",3
"3334","saplanan",3
"3335","saplandı",3
"3336","saptandı",3
"3337","sarıyer'de",3
"3338","sarıyer’de",3
"3339","şaşkınlıkla",3
"3340","savundu",3
"3341","scherer’in",3
"3342","sebebiyle",3
"3343","sebepten",3
"3344","şehiriçi",3
"3345","şeklinde",3
"3346","sel",3
"3347","selahattin",3
"3348","selçuk",3
"3349","selçuklu",3
"3350","şengül",3
"3351","seraya",3
"3352","serhat",3
"3353","sevgilim",3
"3354","seyahate",3
"3355","şeyin",3
"3356","seyrettiği",3
"3357","si",3
"3358","silahını",3
"3359","şirketine",3
"3360","şirketler",3
"3361","şişli’de",3
"3362","sitemli",3
"3363","sitesinden",3
"3364","si̇vas",3
"3365","siyasete",3
"3366","size",3
"3367","sıcak",3
"3368","sıkıştıran",3
"3369","sıkıştırıldı",3
"3370","sıkıştırma",3
"3371","şoförle",3
"3372","sokağı",3
"3373","sokaklara",3
"3374","sokaktaki",3
"3375","sönmez",3
"3376","sonrada",3
"3377","sopası",3
"3378","sopayla",3
"3379","sorumsuz",3
"3380","sorunsuz",3
"3381","soyuyorsunuz",3
"3382","sözleri",3
"3383","spordan",3
"3384","sude",3
"3385","sultanhanı",3
"3386","şüpheliler",3
"3387","süredir",3
"3388","suretiyle",3
"3389","sürmeyi",3
"3390","sürücülerine",3
"3391","sürüklendi",3
"3392","sürüş",3
"3393","suya",3
"3394","tahkikat",3
"3395","takdir",3
"3396","takmayan",3
"3397","taksici",3
"3398","taksiye",3
"3399","tamamlanan",3
"3400","tarihinde",3
"3401","tarlasını",3
"3402","tartışması",3
"3403","tavanı",3
"3404","tazminat",3
"3405","tcb",3
"3406","tedbirleri",3
"3407","tekmeledi",3
"3408","tekmelemeye",3
"3409","tekmeleyen",3
"3410","tepkilerini",3
"3411","teselli",3
"3412","tip",3
"3413","tir'ın",3
"3414","tıra",3
"3415","toplamda",3
"3416","trafiğini",3
"3417","trafikteki",3
"3418","tulumu",3
"3419","türkiye",3
"3420","türkiye'den",3
"3421","türkiye’nin",3
"3422","tutamadı",3
"3423","tutan",3
"3424","tuttu",3
"3425","tuzla",3
"3426","u",3
"3427","uçar",3
"3428","üfledi",3
"3429","üfledikten",3
"3430","üflemeyi",3
"3431","uk",3
"3432","ulaşıma",3
"3433","uncu",3
"3434","üniversite",3
"3435","ürünleri",3
"3436","uşak'ta",3
"3437","usulü",3
"3438","uyan",3
"3439","uyarılarına",3
"3440","uygulamasında",3
"3441","uygulanırken",3
"3442","uygun",3
"3443","uzaklaşmadan",3
"3444","uzaklaştırdı",3
"3445","uzaktan",3
"3446","üzerime",3
"3447","üzerimize",3
"3448","üzücü",3
"3449","uzunmehmet",3
"3450","valla",3
"3451","varlı",3
"3452","vatandaşa",3
"3453","vatandaşımız",3
"3454","vatandaşlara",3
"3455","vatandaşlardan",3
"3456","veremeyen",3
"3457","verildi.denetim",3
"3458","vermiş",3
"3459","vg",3
"3460","videoda",3
"3461","vincin",3
"3462","virajda",3
"3463","y.c",3
"3464","y.d'ye",3
"3465","y.d’ye",3
"3466","yada",3
"3467","yağışı",3
"3468","yakalanması",3
"3469","yakıt",3
"3470","yaklaştı",3
"3471","yakmaya",3
"3472","yalçın",3
"3473","yamaç",3
"3474","yandığı",3
"3475","yandıktan",3
"3476","yanı",3
"3477","yanındayken",3
"3478","yanması",3
"3479","yapılamaz",3
"3480","yapıldığı",3
"3481","yapılıp",3
"3482","yapıyoruz",3
"3483","yaptılar",3
"3484","yaralama",3
"3485","yaralıya",3
"3486","yardımcısı",3
"3487","yarışırken",3
"3488","yasal",3
"3489","yaşanılan",3
"3490","yaşanmadı",3
"3491","yaşıyorlar",3
"3492","yatarak",3
"3493","yattı",3
"3494","yavaşladım",3
"3495","yavaşlayan",3
"3496","yavaşlayınca",3
"3497","yayınladı",3
"3498","yazarak",3
"3499","yazdı",3
"3500","yazıları",3
"3501","yenibosna’da",3
"3502","yenice",3
"3503","yenilendi",3
"3504","yenimahalle",3
"3505","yerleri",3
"3506","yerleşim",3
"3507","yetinmedi",3
"3508","yetişti",3
"3509","yetiştiren",3
"3510","yitirdiği",3
"3511","yı",3
"3512","yıktıktan",3
"3513","yıldız",3
"3514","yıldız’ın",3
"3515","yıldıztaş",3
"3516","yılından",3
"3517","yokuş",3
"3518","yolcularla",3
"3519","yolculuğu",3
"3520","yolcuyu",3
"3521","yollarda",3
"3522","yönlü",3
"3523","yörük",3
"3524","yorumunuz",3
"3525","ys",3
"3526","yücel",3
"3527","yumruk",3
"3528","yumruklamaya",3
"3529","yürekleri",3
"3530","yüzden",3
"3531","yüzlerce",3
"3532","yüzünde",3
"3533","yüzüne",3
"3534","zamanki",3
"3535","zincirle",3
"3536","00.00",2
"3537","02.00",2
"3538","02.08.2019",2
"3539","03.00",2
"3540","03.10.2019",2
"3541","04.10.2019",2
"3542","058",2
"3543","06.30",2
"3544","09.30",2
"3545","1,29",2
"3546","1,5",2
"3547","1.40",2
"3548","1.96",2
"3549","10.07.2019",2
"3550","11.11.2019",2
"3551","116",2
"3552","119",2
"3553","12.12.2019",2
"3554","13.02.2019",2
"3555","130",2
"3556","14.10.2019",2
"3557","153",2
"3558","16.00",2
"3559","16.20",2
"3560","176",2
"3561","18.01.2019",2
"3562","18.09.2019",2
"3563","19.30",2
"3564","196",2
"3565","199",2
"3566","1995",2
"3567","2.84",2
"3568","2010",2
"3569","2016",2
"3570","2094",2
"3571","21.00",2
"3572","21.30",2
"3573","22.11.2019",2
"3574","23.09.2019",2
"3575","2317",2
"3576","24.06.2019",2
"3577","250",2
"3578","26.10.2018",2
"3579","28.11.2019",2
"3580","292",2
"3581","293",2
"3582","300",2
"3583","31.10.2018",2
"3584","310",2
"3585","3132",2
"3586","322",2
"3587","324",2
"3588","329",2
"3589","330",2
"3590","331",2
"3591","351",2
"3592","361",2
"3593","3642",2
"3594","3705",2
"3595","417",2
"3596","4254",2
"3597","454",2
"3598","472",2
"3599","484",2
"3600","502",2
"3601","510",2
"3602","545",2
"3603","547",2
"3604","548",2
"3605","57",2
"3606","582",2
"3607","6060",2
"3608","610",2
"3609","617",2
"3610","64",2
"3611","660",2
"3612","698",2
"3613","712",2
"3614","77",2
"3615","7772",2
"3616","78",2
"3617","8014",2
"3618","879",2
"3619","9,5",2
"3620","900",2
"3621","922",2
"3622","937",2
"3623","941",2
"3624","96",2
"3625","962",2
"3626","97",2
"3627","983",2
"3628","a.a",2
"3629","a.h",2
"3630","a.k.c",2
"3631","a'nın",2
"3632","aah",2
"3633","aat",2
"3634","abdullah",2
"3635","abdulleyeva",2
"3636","abdürrezzak",2
"3637","ablukaya",2
"3638","açıklamaya",2
"3639","açıklanmayan",2
"3640","acılı",2
"3641","açma",2
"3642","açmak",2
"3643","açmasıyla",2
"3644","açtığı",2
"3645","adına",2
"3646","adıvar",2
"3647","adli̇",2
"3648","adliyesine",2
"3649","afa",2
"3650","afyonkarahisar'ın",2
"3651","ağapınar",2
"3652","ağıllar",2
"3653","ağlamaya",2
"3654","ağlattı",2
"3655","ajans",2
"3656","ajanslar",2
"3657","ajanstır",2
"3658","ak",2
"3659","akat’a",2
"3660","akça'nın",2
"3661","akça'ya",2
"3662","akgöz",2
"3663","akgül",2
"3664","akhisar",2
"3665","akın",2
"3666","akrabasının",2
"3667","akşamki",2
"3668","akşar",2
"3669","aksaray'da",2
"3670","aktardı",2
"3671","aktarılan",2
"3672","aktaş",2
"3673","alakalı",2
"3674","alamayıp",2
"3675","alanının",2
"3676","alanlar",2
"3677","alanları",2
"3678","alanya’da",2
"3679","alara",2
"3680","alaşehir",2
"3681","aldık",2
"3682","aldıktan",2
"3683","alındığı",2
"3684","alır",2
"3685","alkışlayarak",2
"3686","alkollüyken",2
"3687","alkolü",2
"3688","all",2
"3689","alma",2
"3690","almadığından",2
"3691","ambulansı",2
"3692","ambulanstan",2
"3693","amp",2
"3694","ana",2
"3695","ankara'nın",2
"3696","ankara’da",2
"3697","anlara",2
"3698","anların",2
"3699","anlaşılmış",2
"3700","anlatılarak",2
"3701","anlatmaya",2
"3702","annenin",2
"3703","annesini",2
"3704","arabana",2
"3705","arabasındaki",2
"3706","arabistan’da",2
"3707","aracina",2
"3708","aracıda",2
"3709","aracımızın",2
"3710","aracımızla",2
"3711","aracındaki",2
"3712","araçlarının",2
"3713","araçlarla",2
"3714","aradım",2
"3715","aramalar",2
"3716","ararken",2
"3717","araştırması",2
"3718","arayan",2
"3719","arılar",2
"3720","arıyı",2
"3721","arjantin'de",2
"3722","arsaya",2
"3723","artık'ı",2
"3724","artık'ın",2
"3725","artırıp",2
"3726","aşarak",2
"3727","asaroğlu",2
"3728","aşıp",2
"3729","atakent",2
"3730","atamadığını",2
"3731","atamazken",2
"3732","atça",2
"3733","ateşal",2
"3734","atfedilebilecek",2
"3735","atladı",2
"3736","atması",2
"3737","avcılar’da",2
"3738","ayda",2
"3739","aydin",2
"3740","aydinlatma",2
"3741","ayıp",2
"3742","ayıyı",2
"3743","aylin",2
"3744","aynasının",2
"3745","ayrılan",2
"3746","ayrılmadı",2
"3747","ayrılmayan",2
"3748","ayrımı",2
"3749","ayşegül",2
"3750","azaltmayarak",2
"3751","azgın'ın",2
"3752","aziz",2
"3753","b.b",2
"3754","babasının",2
"3755","bağlık",2
"3756","bahane",2
"3757","bahçenin",2
"3758","bakan",2
"3759","bakanlığımız",2
"3760","bakımda",2
"3761","bakış",2
"3762","bakışlar",2
"3763","baktık",2
