"","word","n"
"1377","kapıları",4
"1378","kaputun",4
"1379","karaman",4
"1380","karşısındaki",4
"1381","katına",4
"1382","katının",4
"1383","kavgasında",4
"1384","kavgaya",4
"1385","kavşağı’nda",4
"1386","kavşağında",4
"1387","kaya",4
"1388","kaybettiğini",4
"1389","kaydeden",4
"1390","kayganlaşan",4
"1391","kayıplara",4
"1392","kazası",4
"1393","kendisinin",4
"1394","kesi̇ldi̇",4
"1395","kesip",4
"1396","kestirdiği",4
"1397","kısıtlama",4
"1398","kızın",4
"1399","kızını",4
"1400","kızıyla",4
"1401","kolu",4
"1402","kontrolsüz",4
"1403","kontrolü",4
"1404","konuldu",4
"1405","konuşan",4
"1406","korkunç",4
"1407","koyuldu",4
"1408","küfür",4
"1409","kullanmak",4
"1410","kural",4
"1411","liman",4
"1412","li̇ra",4
"1413","meltem",4
"1414","men",4
"1415","merkezinin",4
"1416","metrelik",4
"1417","mimar",4
"1418","mobese",4
"1419","motosikletliye",4
"1420","müdahalesine",4
"1421","muratpaşa",4
"1422","mustafa",4
"1423","nefes",4
"1424","nın",4
"1425","nur",4
"1426","nurten",4
"1427","ocağının",4
"1428","olaya",4
"1429","olmadan",4
"1430","olmadığını",4
"1431","olmaması",4
"1432","olmasını",4
"1433","olmuş",4
"1434","olsam",4
"1435","oluşurken",4
"1436","önlerken",4
"1437","önümü",4
"1438","orhangazi’ye",4
"1439","otopark",4
"1440","oynayan",4
"1441","paniğe",4
"1442","patlayan",4
"1443","pes",4
"1444","polislerin",4
"1445","r",4
"1446","rusya'da",4
"1447","rusya’da",4
"1448","sac",4
"1449","sahibinin",4
"1450","sakinleştirdi",4
"1451","saldırı",4
"1452","saldırıya",4
"1453","salı",4
"1454","sanan",4
"1455","sarılarak",4
"1456","şaşıran",4
"1457","şaşkın",4
"1458","şaşkınlık",4
"1459","savcılık",4
"1460","savrularak",4
"1461","şelale",4
"1462","sene",4
"1463","seyahat",4
"1464","seyrederken",4
"1465","sivas'ta",4
"1466","sıyrıklarla",4
"1467","şoförüne",4
"1468","songül",4
"1469","sorular",4
"1470","sorunları",4
"1471","söyleyerek",4
"1472","su",4
"1473","suç",4
"1474","şüpheliyi",4
"1475","süratli",4
"1476","süreli",4
"1477","sürmeye",4
"1478","suudi",4
"1479","talimatıyla",4
"1480","tarafına",4
"1481","tartışmada",4
"1482","telefonla",4
"1483","telefonuna",4
"1484","tepkisi",4
"1485","the",4
"1486","topuklu",4
"1487","tuğrul",4
"1488","turan",4
"1489","ucuz",4
"1490","üçyol",4
"1491","üflemek",4
"1492","uğrayan",4
"1493","üreğil",4
"1494","uygulaması",4
"1495","uygulandı",4
"1496","uymayan",4
"1497","uymayarak",4
"1498","uzaklaşan",4
"1499","uzaklaşmak",4
"1500","uzunkum",4
"1501","varmış",4
"1502","vererek",4
"1503","veri",4
"1504","verilen",4
"1505","verilmesi",4
"1506","vurunca",4
"1507","what",4
"1508","yadsan",4
"1509","yakınlarının",4
"1510","yansırken",4
"1511","yapacağı",4
"1512","yapaş",4
"1513","yaralanırken",4
"1514","yaralıları",4
"1515","yavuz",4
"1516","yeri",4
"1517","yerini",4
"1518","yiğit",4
"1519","yönelik",4
"1520","yörükoğlu",4
"1521","yürüdü",4
"1522","zilfo",4
"1523","zınep",4
"1524","zonguldak'ta",4
"1525","zonguldak’ın",4
"1526","05",3
"1527","08",3
"1528","09.05",3
"1529","13",3
"1530","13.00",3
"1531","14.00",3
"1532","15.30",3
"1533","18.00",3
"1534","19.00",3
"1535","22",3
"1536","227",3
"1537","38",3
"1538","43",3
"1539","52",3
"1540","75",3
"1541","872",3
"1542","açan",3
"1543","ağızlara",3
"1544","ağustos",3
"1545","akat'ın",3
"1546","akdeniz",3
"1547","akraba",3
"1548","aksaray'a",3
"1549","alana",3
"1550","aldırış",3
"1551","alınırken",3
"1552","alkolmetreye",3
"1553","allah",3
"1554","almadı",3
"1555","alpu",3
"1556","altunizade",3
"1557","amacıyla",3
"1558","ambulansın",3
"1559","ambulanslarla",3
"1560","ambulansta",3
"1561","amcam",3
"1562","ameliyat",3
"1563","amirliğine",3
"1564","anadolu",3
"1565","anlam",3
"1566","annem",3
"1567","apv",3
"1568","arabam",3
"1569","arabama",3
"1570","arabası",3
"1571","arabasını",3
"1572","araçlardan",3
"1573","aral",3
"1574","arasına",3
"1575","arasından",3
"1576","arkadaşıyla",3
"1577","arkamda",3
"1578","arkamdan",3
"1579","arkasından",3
"1580","atamayan",3
"1581","atladım",3
"1582","atlatamadı",3
"1583","atlatamayan",3
"1584","atlatmaya",3
"1585","atlayarak",3
"1586","atmaya",3
"1587","ayağa",3
"1588","ayağının",3
"1589","aydın’ın",3
"1590","ayten",3
"1591","b.v",3
"1592","babasına",3
"1593","bağırarak",3
"1594","bağlayarak",3
"1595","bahçe",3
"1596","bakıp",3
"1597","bakıyordum",3
"1598","bakmadan",3
"1599","bartın",3
"1600","bartın'da",3
"1601","basarak",3
"1602","başarılı",3
"1603","başkanı",3
"1604","başta",3
"1605","baygınlık",3
"1606","bayraktar",3
"1607","baz'a",3
"1608","bebekle",3
"1609","bedeni",3
"1610","bekçi",3
"1611","bekçinin",3
"1612","belgesi",3
"1613","belliydi",3
"1614","betül",3
"1615","beylikdüzü’nde",3
"1616","beysbol",3
"1617","bilen",3
"1618","binası",3
"1619","binerken",3
"1620","binlerce",3
"1621","birinin",3
"1622","bizleri",3
"1623","bırakıp",3
"1624","bıraktığı",3
"1625","bostancı'da",3
"1626","bulamıyorum",3
"1627","bülbül",3
"1628","bulunması",3
"1629","bulvar",3
"1630","buraya",3
"1631","büro",3
"1632","burunları",3
"1633","büyümesi",3
"1634","ç",3
"1635","çağrılan",3
"1636","çalışmaları",3
"1637","çalışması",3
"1638","cam",3
"1639","çarpışan",3
"1640","çarpışması",3
"1641","çarpti",3
"1642","çekerek",3
"1643","çekilirken",3
"1644","çekmek",3
"1645","cenazesi",3
"1646","çerez",3
"1647","cihangir'de",3
"1648","çin'de",3
"1649","civelek'in",3
"1650","çıkamadı",3
"1651","çıkaran",3
"1652","çıkarılarak",3
"1653","çıkarılmasını",3
"1654","çıkartılan",3
"1655","çıkartıldı",3
"1656","çıkıp",3
"1657","çıkmak",3
"1658","çıktık",3
"1659","çıktıktan",3
"1660","çınar",3
"1661","çocuklara",3
"1662","çuhadar’ın",3
"1663","cumartesi",3
"1664","dakikalarca",3
"1665","davetiye",3
"1666","davranışı",3
"1667","dayım",3
"1668","dedirtti",3
"1669","değiştiren",3
"1670","değiştirince",3
"1671","demir",3
"1672","demiral",3
"1673","denize",3
"1674","derneği",3
"1675","dilerim",3
"1676","diyarbakır",3
"1677","dış",3
"1678","dışında",3
"1679","dışındaki",3
"1680","doktorların",3
"1681","döndüğü",3
"1682","dorsesi",3
"1683","dövdü",3
"1684","döverdim",3
"1685","dükkanda",3
"1686","duman",3
"1687","durdurarak",3
"1688","durmayarak",3
"1689","durum",3
"1690","e.a",3
"1691","edeceği",3
"1692","edilirken",3
"1693","edilmek",3
"1694","ediyorum",3
"1695","eğitimi",3
"1696","ehliyetinin",3
"1697","ekiplerin",3
"1698","ekmek",3
"1699","ele",3
"1700","eline",3
"1701","elini",3
"1702","emniyetteki",3
"1703","emre",3
"1704","emzirme",3
"1705","engelleyecek",3
"1706","erie",3
"1707","erkeklere",3
"1708","ersoy",3
"1709","eskişehir’de",3
"1710","etimesgut",3
"1711","etmeden",3
"1712","ettiririm",3
"1713","evde",3
"1714","evden",3
"1715","eyyubi",3
"1716","eziyet",3
"1717","facianın",3
"1718","fakültesi",3
"1719","fehmi",3
"1720","fenalık",3
"1721","firma",3
"1722","frene",3
"1723","g.a",3
"1724","gazın",3
"1725","gazıyla",3
"1726","geçerken",3
"1727","geçirdiği",3
"1728","geçirerek",3
"1729","geldik",3
"1730","gelene",3
"1731","genelinde",3
"1732","gerçekleşti",3
"1733","gerekiyor",3
"1734","getirilen",3
"1735","giderken",3
"1736","gittiği",3
"1737","gömülen",3
"1738","gönderildi",3
"1739","gördüğü",3
"1740","gördüm",3
"1741","görenlerin",3
"1742","görmedim",3
"1743","görmeye",3
"1744","görüntülerin",3
"1745","görüntülerini",3
"1746","görüntüleyen",3
"1747","gösterdiği",3
"1748","göz",3
"1749","gözüktüğü",3
"1750","gözyaşlarını",3
"1751","güzel",3
"1752","h.k",3
"1753","habere",3
"1754","haberine",3
"1755","haberlerin",3
"1756","hafiften",3
"1757","hakarete",3
"1758","haklı",3
"1759","haklısın",3
"1760","haller",3
"1761","hallerde",3
"1762","hapsi",3
"1763","harbiye'de",3
"1764","havalanarak",3
"1765","hayatımda",3
"1766","hc",3
"1767","helikopter",3
"1768","helikopterdeki",3
"1769","heyecanlanıp",3
"1770","hikmet",3
"1771","hpu",3
"1772","iddiasıyla",3
"1773","i̇hlas",3
"1774","i̇l",3
"1775","ilerideki",3
"1776","i̇lgi̇li̇",3
"1777","ilişkin",3
"1778","imece",3
"1779","i̇mge",3
"1780","incelemede",3
"1781","incelemenin",3
"1782","incelemesinin",3
"1783","indim",3
"1784","insan",3
"1785","i̇şçinin",3
"1786","i̇se",3
"1787","işiniz",3
"1788","işıklar",3
"1789","işlemlerin",3
"1790","işlemlerinin",3
"1791","i̇smail",3
"1792","i̇smi",3
"1793","isminin",3
"1794","i̇stasyon",3
"1795","istediğini",3
"1796","istiyoruz",3
"1797","isyan",3
"1798","i̇zmir",3
"1799","ışığını",3
"1800","kaçacağı",3
"1801","kaçması",3
"1802","kaçmayı",3
"1803","kadıköy",3
"1804","kafeye",3
"1805","kaldırımdaki",3
"1806","kalırken",3
"1807","kalkarak",3
"1808","kalktım",3
"1809","kameralarınca",3
"1810","kameralarını",3
"1811","kamyoncu",3
"1812","kanunun",3
"1813","kapı",3
"1814","kapılan",3
"1815","kapısını",3
"1816","kar",3
"1817","kara",3
"1818","karabük",3
"1819","karayolunun",3
"1820","kardeş",3
"1821","karşılık",3
"1822","kartal",3
"1823","kasım",3
"1824","kask",3
"1825","kast",3
"1826","kavgası",3
"1827","kaybedip",3
"1828","kayboldu",3
"1829","kaydedilirken",3
"1830","kayseri",3
"1831","kedi",3
"1832","kemal",3
"1833","kilometrelik",3
"1834","kişiler",3
"1835","kırdı",3
"1836","kırıklar",3
"1837","kırılan",3
"1838","kırmak",3
"1839","kısmına",3
"1840","kıymet",3
"1841","kızan",3
"1842","koltukta",3
"1843","komiser",3
"1844","konuşma",3
"1845","konya'da",3
"1846","kötü",3
"1847","kozyatağı",3
"1848","kucağına",3
"1849","kulübü",3
"1850","kurşun",3
"1851","kurt",3
"1852","kurtarma",3
"1853","lafa",3
"1854","lambalarında",3
"1855","lastiği",3
"1856","lkm",3
"1857","m.o",3
"1858","macit",3
"1859","mahmut",3
"1860","makas",3
"1861","mazlum",3
"1862","melis",3
"1863","memur",3
"1864","merkezi'ne",3
"1865","meşrutiyet",3
"1866","metrobüs",3
"1867","mevki'inde",3
"1868","mevkisinde",3
"1869","midilli",3
"1870","milletvekili",3
"1871","morguna",3
"1872","motosikletlere",3
"1873","motosikletli",3
"1874","mücadele",3
"1875","namık",3
"1876","nazilli",3
"1877","nisan",3
"1878","nöbetçi",3
"1879","noktaya",3
"1880","numarasını",3
"1881","numune",3
"1882","odasında",3
"1883","öğlen",3
"1884","oğluna",3
"1885","oğlunu",3
"1886","öğrenci",3
"1887","öğrenilemeyen",3
"1888","okuldan",3
"1889","okuyan",3
"1890","ol",3
"1891","olduğuna",3
"1892","öldüğünü",3
"1893","oldum",3
"1894","olmamış",3
"1895","olmasına",3
"1896","ölüme",3
"1897","önceki",3
"1898","önüme",3
"1899","ortada",3
"1900","ortasına",3
"1901","otizm",3
"1902","otobüse",3
"1903","otobüsünde",3
"1904","otomobi̇li̇n",3
"1905","otopsi",3
"1906","otoyolu",3
"1907","oyuncu",3
"1908","öz’ün",3
"1909","özen",3
"1910","özgür",3
"1911","öztürk",3
"1912","özür",3
"1913","p",3
"1914","panikle",3
"1915","patlattı",3
"1916","pedalına",3
"1917","petekkaya'nın",3
"1918","pınar",3
"1919","plakası",3
"1920","plakayı",3
"1921","planlama",3
"1922","polisine",3
"1923","prens",3
"1924","rayların",3
"1925","raziye",3
"1926","refüjdeki",3
"1927","restorana",3
"1928","restoranına",3
"1929","ş.a",3
"1930","saatte",3
"1931","sağa",3
"1932","sahil",3
"1933","şahit",3
"1934","şahsı",3
"1935","sakin",3
"1936","sakinleştirilmeye",3
"1937","saldırıp",3
"1938","sanırım",3
"1939","şanlıurfa",3
"1940","şantiye",3
"1941","şarampole",3
"1942","sarf",3
"1943","sarıyer'de",3
"1944","sarıyer’de",3
"1945","şaşkınlıkla",3
"1946","savundu",3
"1947","selahattin",3
"1948","şeritte",3
"1949","seyrettiği",3
"1950","şikayet",3
"1951","silahını",3
"1952","siren",3
"1953","şişli’de",3
"1954","sivas",3
"1955","size",3
"1956","sokaktan",3
"1957","sopası",3
"1958","sopayla",3
"1959","sudan",3
"1960","şükür",3
"1961","sulh",3
"1962","sultanhanı",3
"1963","şüphe",3
"1964","süredir",3
"1965","sürekli",3
"1966","sürmeyi",3
"1967","sürücüyle",3
"1968","sürülen",3
"1969","sürüp",3
"1970","sürüş",3
"1971","suya",3
"1972","tahkikat",3
"1973","tahmin",3
"1974","takdir",3
"1975","takmayan",3
"1976","taksici",3
"1977","tartışması",3
"1978","tcb",3
"1979","tekmeledi",3
"1980","tekmelemeye",3
"1981","tekmeleyen",3
"1982","teselli",3
"1983","testinde",3
"1984","tır",3
"1985","tolga",3
"1986","toplam",3
"1987","toprağa",3
"1988","trafiğini",3
"1989","trafikteki",3
"1990","tutamadı",3
"1991","tutan",3
"1992","tuttu",3
"1993","tutuklandı",3
"1994","tuzla",3
"1995","u",3
"1996","uçan",3
"1997","üflemeyi",3
"1998","ümit",3
"1999","ünlü",3
"2000","üst",3
"2001","usulü",3
"2002","uyan",3
"2003","uygulamada",3
"2004","uygulamasında",3
"2005","uzaklaştığı",3
"2006","uzaktan",3
"2007","üzerime",3
"2008","üzerimize",3
"2009","üzücü",3
"2010","uzunmehmet",3
"2011","varlı",3
"2012","vatandaşımız",3
"2013","verdiğini",3
"2014","veremeyen",3
"2015","verip",3
"2016","vg",3
"2017","video",3
"2018","videoda",3
"2019","vücudunda",3
"2020","y.c",3
"2021","yağışı",3
"2022","yahya",3
"2023","yakmaya",3
"2024","yandığı",3
"2025","yandıktan",3
"2026","yangın",3
"2027","yanındayken",3
"2028","yanlışlıkla",3
"2029","yapıyoruz",3
"2030","yapmasının",3
"2031","yapmaya",3
"2032","yaralılara",3
"2033","yaralılardan",3
"2034","yaralıların",3
"2035","yardımcı",3
"2036","yardımcısı",3
"2037","yaşanılan",3
"2038","yaşar",3
"2039","yattı",3
"2040","yavaşladım",3
"2041","yavaşlayınca",3
"2042","yazarak",3
"2043","yazdı",3
"2044","yenibosna’da",3
"2045","yenimahalle",3
"2046","yerleri",3
"2047","yerleşim",3
"2048","yetinmedi",3
"2049","yetişti",3
"2050","yetiştiren",3
"2051","yıktıktan",3
"2052","yılmaz",3
"2053","yoktu",3
"2054","yokuş",3
"2055","yolcularla",3
"2056","yolculuğu",3
"2057","yolcunun",3
"2058","yolcuyu",3
"2059","yön",3
"2060","yumruk",3
"2061","yumruklamaya",3
"2062","yuvarlandı",3
"2063","yüzde",3
"2064","yüzüne",3
"2065","zamanda",3
"2066","zincirle",3
"2067","zonguldak’ta",3
"2068","00",2
"2069","00.00",2
"2070","02.08.2019",2
"2071","03.10.2019",2
"2072","04.10.2019",2
"2073","058",2
"2074","09.30",2
"2075","10.00",2
"2076","10.07.2019",2
"2077","10.30",2
"2078","11.11.2019",2
"2079","119",2
"2080","12.00",2
"2081","12.12.2019",2
"2082","13.02.2019",2
"2083","14.10.2019",2
"2084","15.00",2
"2085","150",2
"2086","16.20",2
"2087","18.09.2019",2
"2088","18.30",2
"2089","19.30",2
"2090","199",2
"2091","1995",2
"2092","2,02",2
"2093","2014",2
"2094","2094",2
"2095","213",2
"2096","22.11.2019",2
"2097","23.09.2019",2
"2098","24.06.2019",2
"2099","250",2
"2100","256",2
"2101","26.10.2018",2
"2102","28.11.2019",2
"2103","292",2
"2104","31",2
"2105","31.10.2018",2
"2106","3132",2
"2107","331",2
"2108","340",2
"2109","3642",2
"2110","3705",2
"2111","4254",2
"2112","44",2
"2113","454",2
"2114","46",2
"2115","472",2
"2116","49",2
"2117","500",2
"2118","54",2
"2119","548",2
"2120","59",2
"2121","757",2
"2122","7772",2
"2123","8014",2
"2124","879",2
"2125","922",2
"2126","941",2
"2127","983",2
"2128","a.a",2
"2129","a.h",2
"2130","a.k.c",2
"2131","a'nın",2
"2132","aa",2
"2133","abdürrezzak",2
"2134","acılı",2
"2135","açılınca",2
"2136","açıp",2
"2137","açmasıyla",2
"2138","açtığı",2
"2139","adalet",2
"2140","adana’da",2
"2141","adıvar",2
"2142","adli̇",2
"2143","adliyede",2
"2144","adnan",2
"2145","afa",2
"2146","ağabey",2
"2147","ağlamaya",2
"2148","ağlattı",2
"2149","ahmet",2
"2150","ailenin",2
"2151","ajans",2
"2152","ajanslar",2
"2153","ajanstır",2
"2154","akat’a",2
"2155","akça'nın",2
"2156","akça'ya",2
"2157","akgöz",2
"2158","akışı",2
"2159","akrabasının",2
"2160","akşamı",2
"2161","akşamki",2
"2162","aksaray'da",2
"2163","aktardı",2
"2164","aktarılan",2
"2165","alakalı",2
"2166","alamayıp",2
"2167","alanından",2
"2168","alanının",2
"2169","alanya",2
"2170","alanya’da",2
"2171","alır",2
"2172","all",2
"2173","almadığı",2
"2174","altındaki",2
"2175","ambulansı",2
"2176","ambulanstan",2
"2177","ana",2
"2178","ankara'nın",2
"2179","ankara’da",2
"2180","ankara’nın",2
"2181","anlara",2
"2182","anlık",2
"2183","annenin",2
"2184","annesini",2
"2185","antalya'nın",2
"2186","antalya’da",2
"2187","antalya’nın",2
"2188","arabana",2
"2189","arabasındaki",2
"2190","arabistan’da",2
"2191","aracıda",2
"2192","aracılığıyla",2
"2193","aracımızın",2
"2194","aracımızla",2
"2195","aracımla",2
"2196","aracında",2
"2197","aracındaki",2
"2198","araçlar",2
"2199","araçlarla",2
"2200","aradım",2
"2201","ararken",2
"2202","arasındaki",2
"2203","araştırması",2
"2204","arayan",2
"2205","arayıp",2
"2206","arjantin'de",2
"2207","arkadaşım",2
"2208","arkadaşları",2
"2209","arsaya",2
"2210","artık'ı",2
"2211","artık'ın",2
"2212","aşağıya",2
"2213","asaroğlu",2
"2214","asayiş",2
"2215","asli",2
"2216","atakan",2
"2217","atamadığını",2
"2218","atamazken",2
"2219","atça",2
"2220","atladı",2
"2221","aydin",2
"2222","aydın'ın",2
"2223","ayhan",2
"2224","ayıp",2
"2225","ayrılan",2
"2226","ayşegül",2
"2227","babayı",2
"2228","bahane",2
"2229","bahçenin",2
"2230","bakıma",2
"2231","bakımda",2
"2232","bakış",2
"2233","bakışlar",2
"2234","balıkesir’in",2
"2235","banka",2
"2236","bankada",2
"2237","bariyerler",2
"2238","barınağa",2
"2239","başakşehir",2
"2240","başakşehir’de",2
"2241","başardı",2
"2242","başına",2
"2243","başının",2
"2244","başınıza",2
"2245","başkenti",2
"2246","başkentte",2
"2247","baskı",2
"2248","başladi",2
"2249","başladılar",2
"2250","başlatılırken",2
"2251","başlayınca",2
"2252","başsavcılığı'nın",2
"2253","basti",2
"2254","bastonuyla",2
"2255","batuhan",2
"2256","bayındır",2
"2257","bayram",2
"2258","baz'ın",2
"2259","bebeğe",2
"2260","bekçiye",2
"2261","beklendiği",2
"2262","belgesini",2
"2263","belinden",2
"2264","belirtirken",2
"2265","belli",2
"2266","beraberinde",2
"2267","beşiktaş",2
"2268","bey",2
"2269","beyhekim",2
"2270","beylikdüzü",2
"2271","beynim",2
"2272","beyoğlu",2
"2273","beyoğlu'nda",2
"2274","bilal",2
"2275","bildirerek",2
"2276","bildirmesi",2
"2277","bilgisayar",2
"2278","bilgisayarı",2
"2279","bi̇n",2
"2280","bina",2
"2281","binasına",2
"2282","bindiğinde",2
"2283","bindirildi",2
"2284","biniyor",2
"2285","birbirlerine",2
"2286","birine",2
"2287","bisikletten",2
"2288","biteni",2
"2289","biyan'ın",2
"2290","bizde",2
"2291","bırakılan",2
"2292","bırakmadı",2
"2293","bıraktıktan",2
"2294","boğuşma",2
"2295","bölümü'ne",2
"2296","borularına",2
"2297","bularak",2
"2298","bulunduğunu",2
"2299","bulvarın",2
"2300","burak",2
"2301","burcu",2
"2302","burkut",2
"2303","burnu",2
"2304","bursa’da",2
"2305","büyüdü",2
"2306","c.d",2
"2307","çabaları",2
"2308","çabası",2
"2309","çabasını",2
"2310","caddesinden",2
"2311","çağlayan",2
"2312","çağrı",2
"2313","çağrıldı",2
"2314","çalındığını",2
"2315","çalışıp",2
"2316","çalışmalar",2
"2317","çalışmaların",2
"2318","çalışsa",2
"2319","çalıştırdı",2
"2320","çalıştırıp",2
"2321","cama",2
"2322","camın",2
"2323","camındaki",2
"2324","camından",2
"2325","camlar",2
"2326","camlarının",2
"2327","can'a",2
"2328","can'ın",2
"2329","canımıza",2
"2330","çaplı",2
"2331","çarpışma",2
"2332","çarpmaktan",2
"2333","çarpmaya",2
"2334","çarptım",2
"2335","çatlakları",2
"2336","çeken",2
"2337","çekilmiş",2
"2338","çekiyor",2
"2339","çekmeköy",2
"2340","çekmesini",2
"2341","çektiği",2
"2342","cemiyetine",2
"2343","cevap",2
"2344","çevirdi",2
"2345","cezaevinde",2
"2346","cezaevine",2
"2347","cezai",2
"2348","cezayı",2
"2349","ciddi",2
"2350","çikti",2
"2351","çileden",2
"2352","ci̇mer'e",2
"2353","civelek",2
"2354","çığlık",2
"2355","çığlıkları",2
"2356","çıkarıp",2
"2357","çıkarıyor",2
"2358","çıkarmak",2
"2359","çıkık",2
"2360","çıkınca",2
"2361","çıkıyor",2
"2362","çıkmam",2
"2363","çıkmaya",2
"2364","çıktılar",2
"2365","çırçır",2
"2366","çoban",2
"2367","çocuğumu",2
"2368","çocukları",2
"2369","çocuklarım",2
"2370","çocuklarını",2
"2371","dadaşkent",2
"2372","daldığı",2
"2373","dans",2
"2374","davacıyım",2
"2375","davamız",2
"2376","dayamadım",2
"2377","dedikten",2
"2378","değerlendirildi",2
"2379","değiştirerek",2
"2380","değiştirip",2
"2381","değiştirme",2
"2382","deliğin",2
"2383","delik",2
"2384","demiral’a",2
"2385","demirlerinin",2
"2386","demirören",2
"2387","den",2
"2388","denetim",2
"2389","denetimleri",2
"2390","deniz’e",2
"2391","denizli",2
"2392","denktaş",2
"2393","depolama",2
"2394","derece",2
"2395","dereye",2
"2396","detaylar",2
"2397","devirdikten",2
"2398","deviren",2
"2399","devriye",2
"2400","df",2
"2401","dikkatini",2
"2402","dinmeyince",2
"2403","direğe",2
"2404","direnince",2
"2405","diyecek",2
"2406","diyen",2
"2407","diyor",2
"2408","diz",2
"2409","doğal",2
"2410","doğrudan",2
"2411","doktor",2
"2412","döküldü",2
"2413","dokunulmazlığını",2
"2414","dolaylı",2
"2415","domuz",2
"2416","dondurma",2
"2417","dönemde",2
"2418","dönemeyince",2
"2419","dönerek",2
"2420","dönüşü",2
"2421","düğmeye",2
"2422","düğün",2
"2423","dükkanının",2
"2424","durabildiği",2
"2425","durabiliyor",2
"2426","durağında",2
"2427","duraklama",2
"2428","duraksadıktan",2
"2429","durarak",2
"2430","durdum",2
"2431","durduramadım",2
"2432","durdurulan",2
"2433","durmak",2
"2434","durmakta",2
"2435","durması",2
"2436","durmayınca",2
"2437","durumdan",2
"2438","durumundan",2
"2439","durunca",2
"2440","düşmemek",2
"2441","düşsün",2
"2442","düştüğü",2
"2443","düşünen",2
"2444","düşünülen",2
"2445","duvarı",2
"2446","duyan",2
"2447","duydu",2
"2448","duysak",2
"2449","duyuldu",2
"2450","duyunca",2
"2451","duyurusunda",2
"2452","düzeltilerek",2
"2453","edi̇ldi̇",2
"2454","edildiğini",2
"2455","edilerek",2
"2456","edilmeye",2
"2457","editörlerinin",2
"2458","editöryel",2
"2459","ediyordunuz",2
"2460","ediyoruz",2
"2461","efe",2
"2462","efeler",2
"2463","eğiticisi",2
"2464","eğitimlerde",2
"2465","ehliyet",2
"2466","ekibine",2
"2467","elbüken",2
"2468","elbüken'e",2
"2469","elbüken’e",2
"2470","eli",2
"2471","elinden",2
"2472","eliyle",2
"2473","emine",2
"2474","enes",2
"2475","engel",2
"2476","engelledi",2
"2477","engellemek",2
"2478","er",2
"2479","erdem'i",2
"2480","erdem’in",2
"2481","erkekler",2
"2482","esenyurt’ta",2
"2483","eşinden",2
"2484","eşini",2
"2485","esra",2
"2486","eşya",2
"2487","etkisiz",2
"2488","etmediğini",2
"2489","etmem",2
"2490","etmiş",2
"2491","etrafa",2
"2492","etsinler",2
"2493","etti̇",2
"2494","ettikten",2
"2495","ettiren",2
"2496","evinin",2
"2497","evli",2
"2498","eyyübiye",2
"2499","ezikler",2
"2500","ezilmekten",2
"2501","f.k",2
"2502","fazla",2
"2503","felaketi",2
"2504","fenalaşan",2
"2505","fenalaştı",2
"2506","feyyat",2
"2507","fiziksel",2
"2508","fırının",2
"2509","fotoğraf",2
"2510","freni",2
"2511","furkan",2
"2512","gamze",2
"2513","garaj",2
"2514","gazeteciye",2
"2515","gaziantep'te",2
"2516","gaziantep’te",2
"2517","gebertirim",2
"2518","geçemediği",2
"2519","gecesi",2
"2520","geçirildi",2
"2521","geçiş",2
"2522","geçme",2
"2523","geçmekte",2
"2524","geçmesinden",2
"2525","geçmesini",2
"2526","geçmiş",2
"2527","geçmişim",2
"2528","geçmişti",2
"2529","geçtim",2
"2530","gelecek",2
"2531","gelince",2
"2532","geliyordu",2
"2533","geliyorum",2
"2534","gelmiş",2
"2535","gence",2
"2536","gencin",2
"2537","gerçek",2
"2538","getirdiler",2
"2539","girmek",2
"2540","girmeye",2
"2541","gitmesin",2
"2542","gmk",2
"2543","gökhan",2
"2544","gördüğüm",2
"2545","gördüklerinde",2
"2546","gördüklerini",2
"2547","göremeyecek",2
"2548","görenler",2
"2549","görmeyen",2
"2550","görmüyorum",2
"2551","görüntülendiniz",2
"2552","görüntülere",2
"2553","gösterdi̇",2
"2554","gösterip",2
"2555","gösterirken",2
"2556","götürdüler",2
"2557","götürerek",2
"2558","götürülen",2
"2559","götürülürken",2
"2560","götürülüyor",2
"2561","götürüp",2
"2562","götürüyordur",2
"2563","gözlem",2
"2564","gözlendi",2
"2565","gözyaşlarina",2
"2566","gram",2
"2567","grubu",2
"2568","gül’ü",2
"2569","gül’ün",2
"2570","güler",2
"2571","gülsen",2
"2572","günün",2
"2573","güvenli",2
"2574","güvercinada",2
"2575","güzergahı",2
"2576","güzergahına",2
"2577","h",2
"2578","habercileri",2
"2579","habercilerin",2
"2580","haftası",2
"2581","hakimliği",2
"2582","hakkı",2
"2583","halası",2
"2584","halide",2
"2585","halime",2
"2586","hamza",2
"2587","hareketi",2
"2588","harun",2
"2589","hasan",2
"2590","hasret",2
"2591","hassasiyetle",2
"2592","hataları",2
"2593","hatun",2
"2594","havadaki",2
"2595","havalandırma",2
"2596","havli",2
"2597","hayrete",2
"2598","hayvanlara",2
"2599","haziran'da",2
"2600","hazır",2
"2601","hepsinden",2
"2602","herhalde",2
"2603","herkesi",2
"2604","hizmet",2
"2605","hıdır",2
"2606","hızlıca",2
"2607","hukuki",2
"2608","hüngür",2
"2609","hüseyin",2
"2610","huzurevine",2
"2611","i",2
"2612","i̇",2
"2613","içerdiğini",2
"2614","içeri",2
"2615","içindeyken",2
"2616","i̇daresindeki",2
"2617","idari",2
"2618","i̇dari",2
"2619","i̇ddialara",2
"2620","iddiasına",2
"2621","iddiasında",2
"2622","ifadeleri",2
"2623","i̇ha'nın",2
