"","word","n"
"1376","demiral",3
"1377","deposuna",3
"1378","depoya",3
"1379","derneği",3
"1380","dershaneden",3
"1381","devrilerek",3
"1382","devrilmesi",3
"1383","dizüstü",3
"1384","dolu",3
"1385","döndüğü",3
"1386","dönerek",3
"1387","dönüş",3
"1388","dükkanına",3
"1389","dupasquier",3
"1390","durdurulan",3
"1391","durumunda",3
"1392","durumundan",3
"1393","duruşmasına",3
"1394","duyan",3
"1395","eğri",3
"1396","ekip",3
"1397","ekipmanının",3
"1398","emniyete",3
"1399","engin",3
"1400","erdem'in",3
"1401","esirikli",3
"1402","eskişehir’de",3
"1403","eşya",3
"1404","etmeyen",3
"1405","ettim",3
"1406","evlerine",3
"1407","f.ö",3
"1408","filiz",3
"1409","firma",3
"1410","g.a",3
"1411","gaz",3
"1412","gaza",3
"1413","gazıyla",3
"1414","gd",3
"1415","gebze'de",3
"1416","geçerken",3
"1417","geçidi",3
"1418","geçiş",3
"1419","geçitte",3
"1420","geçtiği",3
"1421","geçtiğimiz",3
"1422","genellikle",3
"1423","girişindeki",3
"1424","gizem",3
"1425","gölcük",3
"1426","görüntüler",3
"1427","görüntülerini",3
"1428","göstererek",3
"1429","götürülürken",3
"1430","güncellenme",3
"1431","h",3
"1432","hakkını",3
"1433","hala",3
"1434","hapis",3
"1435","hasarlı",3
"1436","hastanedeki",3
"1437","hatalarından",3
"1438","i̇brahim",3
"1439","içerisinden",3
"1440","içinden",3
"1441","ifadesinde",3
"1442","ihbarda",3
"1443","ilaçlama",3
"1444","ilaçlamak",3
"1445","ildırım",3
"1446","i̇lgi̇li̇",3
"1447","i̇mge",3
"1448","imkanları",3
"1449","inceleyen",3
"1450","inceleyerek",3
"1451","indi",3
"1452","inip",3
"1453","isimleri",3
"1454","isteği",3
"1455","istemiyle",3
"1456","isteyip",3
"1457","istikameti",3
"1458","istikametinde",3
"1459","i̇sviçreli",3
"1460","kadında",3
"1461","kaldırım",3
"1462","kam'ın",3
"1463","kameralara",3
"1464","kameraları",3
"1465","kameralarına",3
"1466","kamyoneti",3
"1467","kanaldan",3
"1468","kaput",3
"1469","kaputuna",3
"1470","karaköprü",3
"1471","karakuş",3
"1472","karaman",3
"1473","katıldı",3
"1474","kavaklık",3
"1475","kavşağı",3
"1476","kavşağı’nda",3
"1477","kayan",3
"1478","kaybetti.kaza",3
"1479","kaybettirmeye",3
"1480","kaydedildi",3
"1481","kaydını",3
"1482","kaynaşlı",3
"1483","kedi",3
"1484","kendilerinden",3
"1485","kesen",3
"1486","kesin",3
"1487","kilometresindeki",3
"1488","kıl",3
"1489","kıran",3
"1490","kırarak",3
"1491","kısıtlaması",3
"1492","kıskıvrak",3
"1493","kızını",3
"1494","komiser",3
"1495","kontrollü",3
"1496","konulan",3
"1497","köprü",3
"1498","köprüden",3
"1499","kovalamacanın",3
"1500","kullandığına",3
"1501","kulübü",3
"1502","kuran",3
"1503","kurt",3
"1504","kurtarma",3
"1505","kurtulduğu",3
"1506","lefkoşa",3
"1507","liman",3
"1508","lise",3
"1509","lpg",3
"1510","m",3
"1511","m.i̇",3
"1512","madde",3
"1513","mahallesi'nden",3
"1514","mahkeme",3
"1515","mahkemenin",3
"1516","mahkemesi'nde",3
"1517","malatya",3
"1518","manisa’nın",3
"1519","mavikent",3
"1520","mayıs",3
"1521","medikale",3
"1522","medyada",3
"1523","memurları",3
"1524","menderes",3
"1525","merkezi",3
"1526","mersin",3
"1527","meşrutiyet",3
"1528","mikserinin",3
"1529","miktar",3
"1530","morga",3
"1531","muayenesi",3
"1532","müdürlüğüne",3
"1533","muratpaşa",3
"1534","nalbantoğlu",3
"1535","namık",3
"1536","nci",3
"1537","nedeninin",3
"1538","nk",3
"1539","noktasında",3
"1540","noktasının",3
"1541","nün",3
"1542","o.s",3
"1543","öğrencisi",3
"1544","olamadı",3
"1545","ölen",3
"1546","ölüm",3
"1547","oluşan",3
"1548","önceki",3
"1549","öncesinde",3
"1550","önüme",3
"1551","önünü",3
"1552","orhangazi",3
"1553","orta",3
"1554","ortasındaki",3
"1555","otizm",3
"1556","otobüse",3
"1557","otomobiline",3
"1558","otosuna",3
"1559","otoyolu",3
"1560","p.abay",3
"1561","paltalı'nın",3
"1562","panik",3
"1563","payı",3
"1564","peşine",3
"1565","plakası",3
"1566","plakasını",3
"1567","plakayı",3
"1568","programında",3
"1569","ramis",3
"1570","sağlandığı",3
"1571","samsun'un",3
"1572","sanayi",3
"1573","saplandı",3
"1574","sebepten",3
"1575","şehiriçi",3
"1576","şengül",3
"1577","seraya",3
"1578","serbest",3
"1579","şeyin",3
"1580","şikayet",3
"1581","şirketler",3
"1582","sistemi",3
"1583","sıkıştırdı",3
"1584","sıyrıklarla",3
"1585","şok",3
"1586","sokak’ta",3
"1587","sokaklarda",3
"1588","sokakta",3
"1589","solundan",3
"1590","sorular",3
"1591","sorunsuz",3
"1592","soyuyorsunuz",3
"1593","sude",3
"1594","şüphelendikleri",3
"1595","süreli",3
"1596","sürülen",3
"1597","talimatıyla",3
"1598","taraftan",3
"1599","tarlasını",3
"1600","tedavinin",3
"1601","tedbirleri",3
"1602","terk",3
"1603","tir'a",3
"1604","tıra",3
"1605","tokat",3
"1606","trafikten",3
"1607","türkeş",3
"1608","tutuklanarak",3
"1609","tutuklu",3
"1610","uçar",3
"1611","uçarak",3
"1612","uk",3
"1613","ulaşımın",3
"1614","uncu",3
"1615","üncü",3
"1616","üretim",3
"1617","uşak",3
"1618","üzeri",3
"1619","uzunkum",3
"1620","varlı",3
"1621","vatandaş",3
"1622","veren",3
"1623","vererek",3
"1624","vermeyerek",3
"1625","yaklaştı",3
"1626","yana",3
"1627","yapınca",3
"1628","yaralıyı",3
"1629","yardıma",3
"1630","yardımcısı",3
"1631","yardımı",3
"1632","yargılandığı",3
"1633","yargılanmasını",3
"1634","yatan",3
"1635","yenice",3
"1636","yeri",3
"1637","yetiştiren",3
"1638","yıla",3
"1639","yıldız’ın",3
"1640","yıldıztaş",3
"1641","yılında",3
"1642","yolculardan",3
"1643","yolcuyu",3
"1644","yollarda",3
"1645","yön",3
"1646","yönünde",3
"1647","yörük",3
"1648","yücel",3
"1649","yüksek",3
"1650","yusuf",3
"1651","zincirleme",3
"1652","zonguldak",3
"1653","04",2
"1654","1,29",2
"1655","1.37",2
"1656","10.00",2
"1657","10.07.2019",2
"1658","106",2
"1659","119",2
"1660","12.00",2
"1661","130",2
"1662","133",2
"1663","14.00",2
"1664","15.00",2
"1665","153",2
"1666","176",2
"1667","18.09.2019",2
"1668","18.30",2
"1669","199",2
"1670","2.10",2
"1671","2018",2
"1672","2020",2
"1673","21.00",2
"1674","2317",2
"1675","26.10.2018",2
"1676","28",2
"1677","292",2
"1678","300",2
"1679","322",2
"1680","324",2
"1681","329",2
"1682","33",2
"1683","331",2
"1684","339",2
"1685","351",2
"1686","3613",2
"1687","3705",2
"1688","417",2
"1689","4254",2
"1690","500",2
"1691","51",2
"1692","510",2
"1693","545",2
"1694","547",2
"1695","563",2
"1696","57",2
"1697","582",2
"1698","59",2
"1699","60",2
"1700","6060",2
"1701","617",2
"1702","63",2
"1703","660",2
"1704","68",2
"1705","698",2
"1706","712",2
"1707","78",2
"1708","90",2
"1709","922",2
"1710","961",2
"1711","983",2
"1712","a.k.c",2
"1713","a.s",2
"1714","a'nın",2
"1715","aar",2
"1716","abd’nin",2
"1717","abdullah",2
"1718","ablukaya",2
"1719","açarak",2
"1720","açıklamaya",2
"1721","açıklanmayan",2
"1722","açıp",2
"1723","adalet",2
"1724","adana’da",2
"1725","aday",2
"1726","adına",2
"1727","adıyaman’da",2
"1728","adliyeye",2
"1729","afa",2
"1730","ağabey",2
"1731","ağaç",2
"1732","ağapınar",2
"1733","ağıllar",2
"1734","ailesi",2
"1735","ailesinin",2
"1736","akaryakıt",2
"1737","akgöz",2
"1738","akhisar",2
"1739","akın",2
"1740","akşar",2
"1741","aksaray",2
"1742","aksaray'a",2
"1743","aktaş",2
"1744","alamayarak",2
"1745","alana",2
"1746","aldığı",2
"1747","aldık",2
"1748","aldırış",2
"1749","aleyhine",2
"1750","alınmasını",2
"1751","alırken",2
"1752","alışveriş",2
"1753","alkışlayarak",2
"1754","alkolü",2
"1755","alma",2
"1756","alsancak'ta",2
"1757","altındaki",2
"1758","ambulansı",2
"1759","amirliğine",2
"1760","amp",2
"1761","anadolu",2
"1762","ani",2
"1763","anlaşılan",2
"1764","anlatmaya",2
"1765","anlattı",2
"1766","annesinin",2
"1767","anonsunun",2
"1768","arabanın",2
"1769","aracina",2
"1770","aracımı",2
"1771","aracımın",2
"1772","araçlardan",2
"1773","araçlarının",2
"1774","aramalar",2
"1775","arayan",2
"1776","arkadaşım",2
"1777","arkadaşına",2
"1778","askıda",2
"1779","ateşal",2
"1780","atlattığı",2
"1781","avukatları",2
"1782","avukatlarına",2
"1783","ayağının",2
"1784","ayda",2
"1785","aydinlatma",2
"1786","ayıyı",2
"1787","aylin",2
"1788","ayrı",2
"1789","azgın",2
"1790","b.b",2
"1791","babasına",2
"1792","bakanlığımız",2
"1793","bakıma",2
"1794","bakış",2
"1795","bariyere",2
"1796","bariyerini",2
"1797","bariyerler",2
"1798","bariyerleri",2
"1799","başakşehir",2
"1800","başarısı",2
"1801","başlatılan",2
"1802","başlattığı",2
"1803","başöz",2
"1804","başsavcılığı'nın",2
"1805","bastı",2
"1806","batakköy",2
"1807","bayan",2
"1808","bayraklı",2
"1809","bayrampaşa'da",2
"1810","baz'ın",2
"1811","be",2
"1812","bebekle",2
"1813","bekçisine",2
"1814","bekçiye",2
"1815","beklendiği",2
"1816","belgeleri",2
"1817","belgrad",2
"1818","bende",2
"1819","beraat",2
"1820","beraber",2
"1821","beraberindeki",2
"1822","bergama",2
"1823","beyhekim",2
"1824","bildirildi",2
"1825","bilecik",2
"1826","bilgisayar",2
"1827","bilmez",2
"1828","binanın",2
"1829","bireysel",2
"1830","bisiklete",2
"1831","bisikletli",2
"1832","bırak",2
"1833","boğuldu",2
"1834","bölge",2
"1835","bölümü'ne",2
"1836","bordür",2
"1837","bs",2
"1838","buket",2
"1839","bulunduğuna",2
"1840","bulunmadığını",2
"1841","bulvarı'na",2
"1842","bulvarı’nda",2
"1843","burcu",2
"1844","burkut",2
"1845","burnu",2
"1846","bursa'nın",2
"1847","büyük'ün",2
"1848","büyümesi",2
"1849","by",2
"1850","çaba",2
"1851","çabasına",2
"1852","caddesinde",2
"1853","çakallık",2
"1854","çalılık",2
"1855","çalındığını",2
"1856","çalışmalar",2
"1857","çalışmalarda",2
"1858","çalıştığından",2
"1859","cam",2
"1860","camii",2
"1861","canan",2
"1862","çandır",2
"1863","canpolat",2
"1864","cansu",2
"1865","çardak",2
"1866","çarpınca",2
"1867","çarpıp",2
"1868","çarpmaktan",2
"1869","çarpti",2
"1870","çayı",2
"1871","çekicinin",2
"1872","çekiciyle",2
"1873","çekmek",2
"1874","çelikhan",2
"1875","çemberinde",2
"1876","cenaze",2
"1877","cengiz",2
"1878","çerçevesinde",2
"1879","cevap",2
"1880","çevre",2
"1881","çevreden",2
"1882","cihangir",2
"1883","cihazını",2
"1884","ci̇mer'e",2
"1885","cinayete",2
"1886","çinli",2
"1887","civarında",2
"1888","çıkacak",2
"1889","çıkararak",2
"1890","çıkarılırken",2
"1891","çıkarmak",2
"1892","çıkartılan",2
"1893","çıkınca",2
"1894","çıktık",2
"1895","çıktım",2
"1896","çınar",2
"1897","çobanlar",2
"1898","çocuğum",2
"1899","çocuğumu",2
"1900","covid",2
"1901","çukurova",2
"1902","cumartesi",2
"1903","dairesi'nden",2
"1904","dairesinden",2
"1905","dan",2
"1906","davranarak",2
"1907","dd",2
"1908","değiştiren",2
"1909","değiştirerek",2
"1910","değiştirince",2
"1911","değiştirip",2
"1912","delil",2
"1913","demiral’a",2
"1914","den",2
"1915","denetimde",2
"1916","denetimler",2
"1917","denetimlerinde",2
"1918","deniz’e",2
"1919","denizli’nin",2
"1920","destek",2
"1921","devirdi",2
"1922","devrildiği",2
"1923","dikkatsizce",2
"1924","dile",2
"1925","dinar",2
"1926","di̇reği̇ne",2
"1927","dışarıya",2
"1928","dışında",2
"1929","dl",2
"1930","doğu",2
"1931","döktü",2
"1932","domuz",2
"1933","dönemde",2
"1934","döneminde",2
"1935","dönerken",2
"1936","dönmek",2
"1937","dönüp",2
"1938","dorsesine",2
"1939","döşemealtı",2
"1940","dosyanın",2
"1941","dosyaya",2
"1942","dp",2
"1943","drift",2
"1944","dünya",2
"1945","duraklamak",2
"1946","durmayarak",2
"1947","durmuş",2
"1948","durumlarda",2
"1949","duruşma",2
"1950","duruşmayı",2
"1951","duruyor",2
"1952","düştüğü",2
"1953","duvara",2
"1954","duvarına",2
"1955","duvarlarına",2
"1956","duysak",2
"1957","düzce",2
"1958","düzce'de",2
"1959","düzenlenen",2
"1960","e96",2
"1961","eda",2
"1962","edemedi",2
"1963","edildi.otomobilde",2
"1964","edileceği",2
"1965","edilmiş",2
"1966","edip",2
"1967","efeler",2
"1968","eğiticisi",2
"1969","eğitimler",2
"1970","eğitimlerde",2
"1971","ekibince",2
"1972","ekibinin",2
"1973","ekiplere",2
"1974","eklenen",2
"1975","ekmek",2
"1976","eksikliklerin",2
"1977","elbüken",2
"1978","elbüken'e",2
"1979","elbüken’e",2
"1980","elektrikli",2
"1981","emniyetteki",2
"1982","endişe",2
"1983","ep",2
"1984","erciş",2
"1985","ersin",2
"1986","erteledi",2
"1987","es",2
"1988","eseri",2
"1989","eski",2
"1990","eski̇şehi̇r",2
"1991","esnaf",2
"1992","esra",2
"1993","et",2
"1994","etkisi",2
"1995","etmedi",2
"1996","etmeyerek",2
"1997","ettikleri",2
"1998","ettikten",2
"1999","eyaletine",2
"2000","eylül",2
"2001","eyüp",2
"2002","ezdi",2
"2003","f.c.o",2
"2004","fatih’te",2
"2005","fenalaştı",2
"2006","filoları",2
"2007","filolarında",2
"2008","filonuz",2
"2009","fotoğrafını",2
"2010","freni",2
"2011","gazetecilerin",2
"2012","gazeteciye",2
"2013","geç",2
"2014","geçit",2
"2015","geçmekten",2
"2016","geçmiş",2
"2017","geldiğinde",2
"2018","gelerek",2
"2019","gelirken",2
"2020","gerçek",2
"2021","gerçekleşti",2
"2022","gerekli",2
"2023","gerektiğini",2
"2024","getirdi",2
"2025","getirmediğini",2
"2026","gezen",2
"2027","giderken",2
"2028","girişinde",2
"2029","gittim",2
"2030","göçmen",2
"2031","göçmenler",2
"2032","gönderilmesine",2
"2033","gönen",2
"2034","gönyeli",2
"2035","gördü",2
"2036","gördüğü",2
"2037","gördüklerinde",2
"2038","göremeyecek",2
"2039","görev",2
"2040","görgü",2
"2041","görmeyen",2
"2042","görülürken",2
"2043","görüntülendi",2
"2044","görüntüleyen",2
"2045","gösterdi",2
"2046","gösterdiği",2
"2047","götürüyordur",2
"2048","gözyaşı",2
"2049","gram",2
"2050","güler",2
"2051","güleryüz",2
"2052","gündem",2
"2053","gündür",2
"2054","günlerde",2
"2055","güvenliğine",2
"2056","güvenliğinin",2
"2057","güvercinada",2
"2058","güzel",2
"2059","güzergahı",2
"2060","ha",2
"2061","hacı",2
"2062","hacıkadem",2
"2063","hadi",2
"2064","hakaret",2
"2065","hakarete",2
"2066","hakkı",2
"2067","halit",2
"2068","hanım",2
"2069","hareketsiz",2
"2070","harun",2
"2071","has'ın",2
"2072","hasan",2
"2073","hastanesi'nde",2
"2074","hastanesi’nde",2
"2075","hatalı",2
"2076","hatay'da",2
"2077","havalimanı",2
"2078","havanın",2
"2079","havre",2
"2080","hayata",2
"2081","hayvanın",2
"2082","hazırlanmasını",2
"2083","herkese",2
"2084","hf",2
"2085","hissetmediğini",2
"2086","hıdır",2
"2087","hıfzıssıhha",2
"2088","hızını",2
"2089","hüsnü",2
"2090","hususlara",2
"2091","hususların",2
"2092","i̇.b",2
"2093","içerdiğini",2
"2094","içeri",2
"2095","içerisindeki",2
"2096","içindeyken",2
"2097","i̇çişleri",2
"2098","i̇diz",2
"2099","ifadelere",2
"2100","ifadeleri",2
"2101","ifadelerini",2
"2102","i̇hbarlar",2
"2103","ikazına",2
"2104","ilçenin",2
"2105","i̇lçesi̇nde",2
"2106","ilçesinden",2
"2107","i̇leri",2
"2108","ilerlediği",2
"2109","ilerlemeye",2
"2110","ilerlerken",2
"2111","imkanlarıyla",2
"2112","incelemelerini",2
"2113","incelemenin",2
"2114","incitmemiştim",2
"2115","i̇nsan",2
"2116","insanlar",2
"2117","insanların",2
"2118","internet",2
"2119","i̇ri’nin",2
"2120","işaret",2
"2121","işçi",2
"2122","işlediğini",2
"2123","i̇şlem",2
"2124","işlemler",2
"2125","ismini",2
"2126","i̇stanbul'da",2
"2127","istedik",2
"2128","istemedim",2
"2129","istemeyen",2
"2130","istemeyince",2
"2131","istikamette",2
"2132","istiyorum",2
"2133","itirazlarını",2
"2134","i̇zci",2
"2135","i̇zci'nin",2
"2136","izinsiz",2
"2137","izleyebilir",2
"2138","izleyen",2
"2139","i̇znik",2
"2140","ışıkta",2
"2141","ja",2
"2142","jt",2
"2143","kaçak",2
"2144","kadını",2
"2145","kadınlara",2
"2146","kadınların",2
"2147","kadırga",2
"2148","kaldirildi",2
"2149","kaldırıldı.kaza",2
"2150","kaldırılması",2
"2151","kaldırılmasıyla",2
"2152","kaldırımda",2
"2153","kalkışıyorlar",2
"2154","kameralar",2
"2155","kameraların",2
"2156","kameralarının",2
"2157","kampüsü",2
"2158","kamu",2
"2159","kamyona",2
"2160","kamyonda",2
"2161","kamyonete",2
"2162","kamyonette",2
"2163","kamyonun",2
"2164","kamyonunun",2
"2165","kan",2
"2166","kanalda",2
"2167","kapısını",2
"2168","kaputun",2
"2169","karabük",2
"2170","karaköse",2
"2171","karar",2
"2172","kararları",2
"2173","karataş'ın",2
"2174","karayolu’nda",2
"2175","karıncayı",2
"2176","karıştığı",2
"2177","karlıova",2
"2178","kartal'da",2
"2179","karting",2
"2180","kastamonu'nun",2
"2181","kavgada",2
"2182","kavganın",2
"2183","kavşağa",2
"2184","kaybedince",2
"2185","kaybetti̇",2
"2186","kaybı",2
"2187","kaybolduğu",2
"2188","kaydeden",2
"2189","kayganlaşan",2
"2190","kayıt",2
"2191","kayseri",2
"2192","kazalarla",2
"2193","kelekçi",2
"2194","kendileri",2
"2195","kendilerini",2
"2196","kendine",2
"2197","kendisinin",2
"2198","kentteki",2
"2199","kepez",2
"2200","kervan",2
"2201","kesikler",2
"2202","kesilen",2
"2203","kişinin",2
"2204","kişiyi",2
"2205","kızılırmak",2
"2206","kızın",2
"2207","kızıyla",2
"2208","kktc’de",2
"2209","konteynırına",2
"2210","kontrolörleri",2
"2211","kontrolünde",2
"2212","konu",2
"2213","konuda",2
"2214","konularak",2
"2215","konuldu",2
"2216","konya",2
"2217","köpeklerden",2
"2218","köprüsü’ne",2
"2219","korktum",2
"2220","koronavirüs",2
"2221","koşarak",2
"2222","koştu",2
"2223","kötü",2
"2224","kovalamacası",2
"2225","köyünde",2
"2226","kucağına",2
"2227","kucağında",2
"2228","küfür",2
"2229","kullanarak",2
"2230","kullandı",2
"2231","kullanılması",2
"2232","kullanılmaz",2
"2233","kullanma",2
"2234","kumluca'ya",2
"2235","kuralını",2
"2236","kurtarılamayarak",2
"2237","kurtarılarak",2
"2238","kurtarılması",2
"2239","kurtulan",2
"2240","kurul",2
"2241","kütahya",2
"2242","kuyrukları",2
"2243","kuzey",2
"2244","l",2
"2245","lambalarında",2
"2246","lojistik",2
"2247","lüks",2
"2248","lz583",2
"2249","m.k",2
"2250","m.t",2
"2251","maddelerden",2
"2252","magandası",2
"2253","mahalle",2
"2254","mahalli",2
"2255","mahkemesine",2
"2256","makine",2
"2257","malkara",2
"2258","manisa",2
"2259","manisa'nın",2
"2260","masajı",2
"2261","medikal",2
"2262","memur",2
"2263","men",2
"2264","merinos",2
"2265","mesafede",2
"2266","meselesi",2
"2267","metamfetamin",2
"2268","metreden",2
"2269","michael",2
"2270","mikserini",2
"2271","milliyet.com.tr",2
"2272","minibüs",2
"2273","minibüsü",2
"2274","miyim",2
"2275","mm",2
"2276","montaj",2
"2277","montunu",2
"2278","motorize",2
"2279","müdahaleye",2
"2280","müezzin",2
"2281","muhammet",2
"2282","mütalaasına",2
"2283","mütalaasını",2
"2284","mutlaka",2
"2285","müzik",2
"2286","n.ç",2
"2287","nazmiye",2
"2288","nevşehi̇r’de",2
"2289","noktasına",2
"2290","noktasındaki",2
"2291","o.a",2
"2292","oğlu",2
"2293","oğlunu",2
"2294","oğluyla",2
"2295","oğuzhan",2
"2296","okunmasıyla",2
"2297","okuyan",2
"2298","olabileceği",2
"2299","olabilecek",2
"2300","olabilmeleri",2
"2301","olaya",2
"2302","ölçüm",2
"2303","öldü",2
"2304","olduğundan",2
"2305","olduk",2
"2306","olduklarından",2
"2307","olma",2
"2308","olmadığını",2
"2309","olmasına",2
"2310","olmazken",2
"2311","ölüme",2
"2312","öncelik",2
"2313","önder",2
"2314","önemlidir",2
"2315","önlemleri",2
"2316","önümde",2
"2317","önümü",2
"2318","önündeki",2
"2319","opel",2
"2320","organizasyonun",2
"2321","orhangazi’ye",2
"2322","ormanı'nda",2
"2323","örtülüp",2
"2324","osmanbey",2
"2325","otizmli",2
"2326","otobüsteki",2
"2327","otobüsünde",2
"2328","otobüsündeki",2
"2329","otomobi̇li̇n",2
"2330","otomobilinden",2
"2331","otomobilinin",2
"2332","otomobiller",2
"2333","otosuyla",2
"2334","ötürü",2
"2335","oynayan",2
"2336","özer",2
"2337","pala",2
"2338","pamukkale",2
"2339","paniğe",2
"2340","panikleyen",2
"2341","paşa",2
"2342","paylaştı",2
"2343","pilot",2
"2344","plaket",2
"2345","poli̇sler",2
"2346","polislere",2
"2347","poz",2
"2348","profesyonel",2
"2349","psikiyatri",2
"2350","puan",2
"2351","r.ç",2
"2352","r.d",2
"2353","raporlar",2
"2354","raporun",2
"2355","raporunun",2
"2356","rayhaber",2
"2357","reddedip",2
"2358","rozeti",2
"2359","rozetini",2
"2360","rozetiyle",2
"2361","ş.b",2
"2362","s.ö",2
"2363","ş'nin",2
"2364","saatlerde",2
"2365","safiye",2
"2366","sağlanamadığını",2
"2367","sağlanan",2
"2368","şahıslar",2
"2369","şahıslara",2
"2370","şahsa",2
"2371","sakinleştirildi",2
"2372","sakinleştirmek",2
"2373","sakinleştirmeye",2
"2374","saldırısına",2
"2375","saman",2
"2376","sandık",2
"2377","şans",2
"2378","sap",2
"2379","sapanca'da",2
"2380","saplanan",2
"2381","saruhanlı",2
"2382","şaşkınlık",2
"2383","savcılık",2
"2384","savunmalarını",2
"2385","sedat",2
"2386","sedyeyle",2
"2387","şehrinde",2
"2388","şeklinde",2
"2389","şenol",2
"2390","şentürk'e",2
"2391","serhat",2
"2392","şeritte",2
"2393","sesle",2
"2394","sevincimiz",2
"2395","şiddetiyle",2
"2396","sigorta",2
"2397","şikayeti",2
"2398","şimdiye",2
"2399","sinir",2
"2400","sitesi",2
"2401","sitesinden",2
"2402","si̇vas",2
"2403","sivas'a",2
"2404","sivas'ta",2
"2405","sıkışarak",2
"2406","sıkıştıkları",2
"2407","sıkıştırıldığını",2
"2408","sıkıştırma",2
"2409","sınav",2
"2410","sınavına",2
"2411","sıralama",2
"2412","sızdırmazlık",2
"2413","şoförler",2
"2414","şoförünün",2
"2415","sokağı",2
"2416","sokaklara",2
"2417","sokaklarında",2
"2418","şoke",2
"2419","sokmak",2
"2420","sollama",2
"2421","sorgulayan",2
"2422","sorulara",2
"2423","söyleyebiliriz",2
"2424","söyleyen",2
"2425","sözlü",2
"2426","sporun",2
"2427","suç",2
"2428","suçlarından",2
"2429","suçunu",2
"2430","şükür",2
"2431","şüphelinin",2
"2432","sürat",2
"2433","sürücülerinden",2
"2434","sürücülerine",2
"2435","sürücülüğü",2
"2436","sürücülük",2
"2437","sürücüyle",2
"2438","sürüklendi",2
"2439","sürüklendiğine",2
"2440","sürüş",2
"2441","sürüşüne",2
"2442","t.r",2
"2443","tabelasına",2
"2444","tabir",2
"2445","taciz",2
"2446","tahmin",2
"2447","takılı",2
"2448","taksi",2
"2449","taksirle",2
"2450","talebi",2
"2451","talebinde",2
"2452","talimatlar",2
"2453","tamamlanan",2
"2454","tamamlayan",2
"2455","taraflar",2
"2456","tarafların",2
"2457","tarsus",2
"2458","taşıdığı",2
"2459","taşımacılığı",2
"2460","taşıyan",2
"2461","tc",2
"2462","tedavileri",2
"2463","tehlikesi",2
"2464","tehlikeyi",2
"2465","teknikleri",2
"2466","teknisyeni",2
"2467","tekvandocu",2
"2468","telefonda",2
"2469","telefonuna",2
"2470","temizlik",2
"2471","temsilcilerinin",2
"2472","ten",2
"2473","tepebaşı",2
"2474","teşebbüs",2
"2475","teşekkür",2
"2476","tip",2
"2477","tiraci",2
"2478","tokat’ın",2
"2479","toki̇",2
"2480","tomruk",2
"2481","toprağa",2
"2482","traktör",2
"2483","tuğçe",2
"2484","tunç",2
"2485","türkiye",2
"2486","türkler",2
"2487","türkmen",2
"2488","tutkun",2
"2489","tutmalarıdır",2
"2490","tutunamadı",2
"2491","ü",2
"2492","uçması",2
"2493","ucuz",2
"2494","üçyol",2
"2495","üflemesini",2
"2496","uğradı",2
"2497","uğraştı",2
"2498","uğurladı",2
"2499","ulaştı",2
"2500","üniversite",2
"2501","üreğil",2
"2502","uşak'ta",2
"2503","üst",2
"2504","üstünbaş",2
"2505","üstünden",2
"2506","uyaran",2
"2507","uyardığı",2
"2508","uygulamasına",2
"2509","uygun",2
"2510","uymamak",2
"2511","uymamaktan",2
"2512","uzağa",2
"2513","uzaklaşan",2
"2514","uzman",2
"2515","varlı'nın",2
"2516","verip",2
"2517","vermeden",2
"2518","vermiyorlar",2
"2519","vi̇deo",2
"2520","vinçle",2
"2521","virajı",2
"2522","vurmaya",2
"2523","y.d'ye",2
"2524","y.d’ye",2
"2525","yakaladı",2
"2526","yakalanarak",2
"2527","yakut",2
"2528","yangını",2
"2529","yanı",2
"2530","yanındakiler",2
"2531","yanından",2
"2532","yanması",2
"2533","yansidi",2
"2534","yanyol",2
"2535","yapıldığı",2
"2536","yapmaktan",2
"2537","yapması",2
"2538","yapmasının",2
"2539","yaptıktan",2
"2540","yaralanarak",2
"2541","yaralandi",2
"2542","yaralandı.alınan",2
"2543","yaralanmasına",2
"2544","yardımına",2
"2545","yargılanacak",2
"2546","yarış",2
"2547","yaşadı",2
"2548","yaşadıklarını",2
"2549","yaşam",2
"2550","yaşama",2
"2551","yaşananlar",2
"2552","yaşandığı",2
"2553","yaşanmadı",2
"2554","yaşıyorlar",2
"2555","yatarak",2
"2556","yavaşladı",2
"2557","yavaşlayan",2
"2558","yayalara",2
"2559","yayımlanan",2
"2560","yayını",2
"2561","yayınlanamaz",2
"2562","yayınlanan",2
"2563","yaylapınar",2
"2564","yazdırdığı",2
"2565","yazı",2
"2566","yazıldı",2
"2567","yazının",2
"2568","yazıyı",2
"2569","yc",2
"2570","ydb",2
"2571","yenibosna",2
"2572","yenişehir",2
"2573","yeşilyurt",2
"2574","yeşimli",2
"2575","yetiştirilen",2
"2576","yetkililere",2
"2577","yetkilisi",2
"2578","yıkarak",2
"2579","yıkıldığını",2
"2580","yıldır",2
"2581","yıldırım",2
"2582","yıldız",2
"2583","yılı",2
"2584","yılının",2
"2585","yoğunluğu",2
"2586","yoktu",2
"2587","yolcuların",2
"2588","yoldayken",2
"2589","yörük’ün",2
"2590","yorum",2
"2591","yüksel",2
"2592","yükseldi",2
"2593","yükselen",2
"2594","yükümlülüğünü",2
"2595","yürüyen",2
"2596","yüzde",2
"2597","yüzünde",2
"2598","yüzüne",2
"2599","zincirlikuyu",2
"2600","zorunlu",2
"2601","zübeyde",2
"2602","zülkarneyn",2
"2603","0.70",1
